Reg_No,Variation Number,Service Number,Current Traffic Area,Lic_No,Discs in Possession,AUTHDISCS,Granted_Date,Exp_Date,Description,Op_ID,Op_Name,trading_name,Address,start_point,finish_point,via,effective_date,received_date,end_date,Service_Type_Other_Details,Licence Status,Registration Status,Pub_Text,Service_Type_Description,Short Notice,Subsidies_Description,Subsidies_Details,Auth_Description,TAO Covered BY Area,Registration Code
PF1085184/24,4,208,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Nuneaton,The Raywoods,,29/08/2017,30/06/2017,,Vary Timetable,Valid,Registered,Operating between Nuneaton and The Raywoods given service number 208 / 208 effective from 29 August 2017. To amend Timetable.,Normal Stopping,NO,Yes,SubsidisingAuthorityDescr,Warwickshire County Council,West Midlands,24
PF1085184/24,4,208,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Nuneaton,The Raywoods,,29/08/2017,30/06/2017,,Vary Timetable,Valid,Registered,Operating between Nuneaton and The Raywoods given service number 208 / 208 effective from 29 August 2017. To amend Timetable.,Normal Stopping,NO,Yes,SubsidisingAuthorityDescr,Warwickshire County Council,East of England,24
PF1085184/24,4,208,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Nuneaton,The Raywoods,,29/08/2017,30/06/2017,,Vary Timetable,Valid,Registered,Operating between Nuneaton and The Raywoods given service number 208 / 208 effective from 29 August 2017. To amend Timetable.,Normal Stopping,NO,Yes,SubsidisingAuthorityDescr,Warwickshire County Council,East of England,24
PF1085184/25,6,58,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Lutterworth,Market Harborough,"Walcote, Husbands Bosworth",22/04/2017,14/06/2017,,Variation to timetable,Valid,Registered,,Normal Stopping,NO,No,Leicestershire CC,Leicestershire County Council,East of England,25
PF1085184/26,2,67,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Hinckley,Nuneaton,Mira,02/01/2017,14/06/2017,,Variation to route and timetable,Valid,Registered,,Normal Stopping,NO,No,Leicester Council,Leicestershire County Council,West Midlands,26
PF1085184/26,2,67,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Hinckley,Nuneaton,Mira,02/01/2017,14/06/2017,,Variation to route and timetable,Valid,Registered,,Normal Stopping,NO,No,Leicester Council,Warwickshire County Council,West Midlands,26
PF1085184/26,2,67,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Hinckley,Nuneaton,Mira,02/01/2017,14/06/2017,,Variation to route and timetable,Valid,Registered,,Normal Stopping,NO,No,Leicester Council,Leicestershire County Council,East of England,26
PF1085184/26,2,67,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Hinckley,Nuneaton,Mira,02/01/2017,14/06/2017,,Variation to route and timetable,Valid,Registered,,Normal Stopping,NO,No,Leicester Council,Warwickshire County Council,East of England,26
PF1085184/27,2,68,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Nuneaton,Ratcliffe Culey,ATHERSTONE,02/01/2017,14/06/2017,,Variation to route and timetable within Atherstone,Valid,Registered,,Normal Stopping,NO,No,,Leicestershire County Council,West Midlands,27
PF1085184/27,2,68,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Nuneaton,Ratcliffe Culey,ATHERSTONE,02/01/2017,14/06/2017,,Variation to route and timetable within Atherstone,Valid,Registered,,Normal Stopping,NO,No,,Warwickshire County Council,West Midlands,27
PF1085184/27,2,68,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Nuneaton,Ratcliffe Culey,ATHERSTONE,02/01/2017,14/06/2017,,Variation to route and timetable within Atherstone,Valid,Registered,,Normal Stopping,NO,No,,Leicestershire County Council,East of England,27
PF1085184/27,2,68,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Nuneaton,Ratcliffe Culey,ATHERSTONE,02/01/2017,14/06/2017,,Variation to route and timetable within Atherstone,Valid,Registered,,Normal Stopping,NO,No,,Warwickshire County Council,East of England,27
PF1085184/29,4,3,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Hinckley,Three Pots,,29/08/2017,30/06/2017,,Vairation to timetable,Valid,Registered,Operating between Hinckley and Three Pots given service number 3 / 3 effective from 29 August 2017. To amend Timetable.,Normal Stopping,NO,Yes,SubsidisingAuthorityDescr,Leicestershire County Council,East of England,29
PF1085184/30,2,TZ1,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Nuneaton,Twycross Zoo,Sibson,30/05/2017,14/06/2017,,"Monday to Friday annually during the summer holiday period

This annual service will run from 30th May to 2nd September 2017.",Valid,Registered,,Normal Stopping,NO,No,,Leicestershire County Council,West Midlands,30
PF1085184/30,2,TZ1,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Nuneaton,Twycross Zoo,Sibson,30/05/2017,14/06/2017,,"Monday to Friday annually during the summer holiday period

This annual service will run from 30th May to 2nd September 2017.",Valid,Registered,,Normal Stopping,NO,No,,Warwickshire County Council,West Midlands,30
PF1085184/30,2,TZ1,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Nuneaton,Twycross Zoo,Sibson,30/05/2017,14/06/2017,,"Monday to Friday annually during the summer holiday period

This annual service will run from 30th May to 2nd September 2017.",Valid,Registered,,Normal Stopping,NO,No,,Leicestershire County Council,East of England,30
PF1085184/30,2,TZ1,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Nuneaton,Twycross Zoo,Sibson,30/05/2017,14/06/2017,,"Monday to Friday annually during the summer holiday period

This annual service will run from 30th May to 2nd September 2017.",Valid,Registered,,Normal Stopping,NO,No,,Warwickshire County Council,East of England,30
PF1085184/31,3,X84,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Lutterworth,Rugby,,21/10/2017,10/10/2017,,Monday to Saturday,Valid,Registered,Operating between Lutterworth and Rugby given service number X84 / X84 effective from 21 October 2017. To amend Route.,Normal Stopping,Yes,No,Leicestershire County Council,Leicestershire County Council,West Midlands,31
PF1085184/31,3,X84,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Lutterworth,Rugby,,21/10/2017,10/10/2017,,Monday to Saturday,Valid,Registered,Operating between Lutterworth and Rugby given service number X84 / X84 effective from 21 October 2017. To amend Route.,Normal Stopping,Yes,No,Leicestershire County Council,Leicestershire County Council,West Midlands,31
PF1085184/31,3,X84,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Lutterworth,Rugby,,21/10/2017,10/10/2017,,Monday to Saturday,Valid,Registered,Operating between Lutterworth and Rugby given service number X84 / X84 effective from 21 October 2017. To amend Route.,Normal Stopping,Yes,No,Leicestershire County Council,Warwickshire County Council,West Midlands,31
PF1085184/31,3,X84,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Lutterworth,Rugby,,21/10/2017,10/10/2017,,Monday to Saturday,Valid,Registered,Operating between Lutterworth and Rugby given service number X84 / X84 effective from 21 October 2017. To amend Route.,Normal Stopping,Yes,No,Leicestershire County Council,Warwickshire County Council,West Midlands,31
PF1085184/31,3,X84,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Lutterworth,Rugby,,21/10/2017,10/10/2017,,Monday to Saturday,Valid,Registered,Operating between Lutterworth and Rugby given service number X84 / X84 effective from 21 October 2017. To amend Route.,Normal Stopping,Yes,No,Leicestershire County Council,Leicestershire County Council,East of England,31
PF1085184/31,3,X84,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Lutterworth,Rugby,,21/10/2017,10/10/2017,,Monday to Saturday,Valid,Registered,Operating between Lutterworth and Rugby given service number X84 / X84 effective from 21 October 2017. To amend Route.,Normal Stopping,Yes,No,Leicestershire County Council,Leicestershire County Council,East of England,31
PF1085184/31,3,X84,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Lutterworth,Rugby,,21/10/2017,10/10/2017,,Monday to Saturday,Valid,Registered,Operating between Lutterworth and Rugby given service number X84 / X84 effective from 21 October 2017. To amend Route.,Normal Stopping,Yes,No,Leicestershire County Council,Warwickshire County Council,East of England,31
PF1085184/31,3,X84,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Lutterworth,Rugby,,21/10/2017,10/10/2017,,Monday to Saturday,Valid,Registered,Operating between Lutterworth and Rugby given service number X84 / X84 effective from 21 October 2017. To amend Route.,Normal Stopping,Yes,No,Leicestershire County Council,Warwickshire County Council,East of England,31
PF1086657/1,0,AA1,F,PF1086657,52,52,13/07/2009,30/06/2019,Standard National,224744,ACCESS ANYONE LTD,,"WOODSIDE, 3 WOODSIDE PARADE, LEIGH-ON-SEA, SS9 4SS, GB",Castlepoint,Castlepoint,,02/09/2009,23/07/2009,,Academic term time.,Valid,Registered,"From: Castlepoint
To: Castlepoint
Via: 
Name or No: AA1
Service Type: Flexible Registration
Effective Date: 02-Sep-2009
Other Details: Academic term time.",Flexible Registration,Yes,In Part,Essex CC,Essex County Council,East of England,1
PF1086978/2,0,LM1,F,PF1086978,5,5,10/06/2009,31/05/2019,Standard National,225032,LANDMARK VEHICLE HIRE LTD,,"ARLESEY BUSINESS PARK, UNIT 6, MILL LANE, ARLESEY, SG15 6RF, GB","Hitchin Rd, Arlesey, Fairfield Gates Bus Stop",John Henry Newman School,"Henlow, Arlesey, Stotfold",05/09/2017,04/09/2017,,Monday to Friday school days only,Valid,Registered,"From: Hitchin Rd, Arlesey, Fairfield Gates Bus Stop
To: John Henry Newman School
Via: Henlow, Arlesey, Stotfold
Name or No.: LM1
Service type: School or Works
Effective date: 05 September 2017
Other details: Monday to Friday school days only",School or Works,Yes,No,,Bedfordshire County Council,East of England,2
PF1086978/2,0,LM1,F,PF1086978,5,5,10/06/2009,31/05/2019,Standard National,225032,LANDMARK VEHICLE HIRE LTD,,"ARLESEY BUSINESS PARK, UNIT 6, MILL LANE, ARLESEY, SG15 6RF, GB","Hitchin Rd, Arlesey, Fairfield Gates Bus Stop",John Henry Newman School,"Henlow, Arlesey, Stotfold",05/09/2017,04/09/2017,,Monday to Friday school days only,Valid,Registered,"From: Hitchin Rd, Arlesey, Fairfield Gates Bus Stop
To: John Henry Newman School
Via: Henlow, Arlesey, Stotfold
Name or No.: LM1
Service type: School or Works
Effective date: 05 September 2017
Other details: Monday to Friday school days only",School or Works,Yes,No,,Hertfordshire County Council,East of England,2
PF1090194/7,4,351,F,PF1090194,30,30,25/09/2009,31/08/2019,Standard International,227960,GALLEON TRAVEL 2009 LTD,GALLEON TRAVEL,"LOW HILL ROAD, HAILES FARM, ROYDON, HARLOW, CM19 5JW, GB",Hertford Bus Station,"Bishops Stortford, Birchwood School",,25/03/2017,23/01/2017,,Vary timetable.,Valid,Registered,"Operating between Hertford Bus Station and Bishops Stortford, Birchwood School given service number 351 effective from 25 March 2017. To amend Timetable.",Normal Stopping,NO,Yes,Herts CC,Hertfordshire County Council,East of England,7
PF1090194/7,4,351,F,PF1090194,30,30,25/09/2009,31/08/2019,Standard International,227960,GALLEON TRAVEL 2009 LTD,TRUSTYBUS,"LOW HILL ROAD, HAILES FARM, ROYDON, HARLOW, CM19 5JW, GB",Hertford Bus Station,"Bishops Stortford, Birchwood School",,25/03/2017,23/01/2017,,Vary timetable.,Valid,Registered,"Operating between Hertford Bus Station and Bishops Stortford, Birchwood School given service number 351 effective from 25 March 2017. To amend Timetable.",Normal Stopping,NO,Yes,Herts CC,Hertfordshire County Council,East of England,7
PF1090194/12,10,410,F,PF1090194,30,30,25/09/2009,31/08/2019,Standard International,227960,GALLEON TRAVEL 2009 LTD,GALLEON TRAVEL,"LOW HILL ROAD, HAILES FARM, ROYDON, HARLOW, CM19 5JW, GB",Harlow Bus Station,Holdbrook Estate,"Waltham Bus Station, Hunsdon",01/05/2017,02/03/2017,,"Vary timetable, route 410A withdrawn",Valid,Registered,Operating between Harlow Bus Station and Holdbrook Estate given service number 410 effective from 01 May 2017. To amend Timetable.,Normal Stopping,NO,No,,Essex County Council,East of England,12
PF1090194/12,10,410,F,PF1090194,30,30,25/09/2009,31/08/2019,Standard International,227960,GALLEON TRAVEL 2009 LTD,GALLEON TRAVEL,"LOW HILL ROAD, HAILES FARM, ROYDON, HARLOW, CM19 5JW, GB",Harlow Bus Station,Holdbrook Estate,"Waltham Bus Station, Hunsdon",01/05/2017,02/03/2017,,"Vary timetable, route 410A withdrawn",Valid,Registered,Operating between Harlow Bus Station and Holdbrook Estate given service number 410 effective from 01 May 2017. To amend Timetable.,Normal Stopping,NO,No,,Hertfordshire County Council,East of England,12
PF1090194/12,10,410,F,PF1090194,30,30,25/09/2009,31/08/2019,Standard International,227960,GALLEON TRAVEL 2009 LTD,TRUSTYBUS,"LOW HILL ROAD, HAILES FARM, ROYDON, HARLOW, CM19 5JW, GB",Harlow Bus Station,Holdbrook Estate,"Waltham Bus Station, Hunsdon",01/05/2017,02/03/2017,,"Vary timetable, route 410A withdrawn",Valid,Registered,Operating between Harlow Bus Station and Holdbrook Estate given service number 410 effective from 01 May 2017. To amend Timetable.,Normal Stopping,NO,No,,Essex County Council,East of England,12
PF1090194/12,10,410,F,PF1090194,30,30,25/09/2009,31/08/2019,Standard International,227960,GALLEON TRAVEL 2009 LTD,TRUSTYBUS,"LOW HILL ROAD, HAILES FARM, ROYDON, HARLOW, CM19 5JW, GB",Harlow Bus Station,Holdbrook Estate,"Waltham Bus Station, Hunsdon",01/05/2017,02/03/2017,,"Vary timetable, route 410A withdrawn",Valid,Registered,Operating between Harlow Bus Station and Holdbrook Estate given service number 410 effective from 01 May 2017. To amend Timetable.,Normal Stopping,NO,No,,Hertfordshire County Council,East of England,12
PF1090194/16,1,242,F,PF1090194,30,30,25/09/2009,31/08/2019,Standard International,227960,GALLEON TRAVEL 2009 LTD,GALLEON TRAVEL,"LOW HILL ROAD, HAILES FARM, ROYDON, HARLOW, CM19 5JW, GB",Waltham Cross Bus Station,Welwyn Garden City Bus Station,"Cheshunt Old Pond, Hammond Steet, Potters Bar, Hatfield",30/08/2015,30/06/2015,,Variation to timetable,Valid,Registered,Operating between Waltham Cross Bus Station and Welwyn Garden City Bus Station given service number 242 effective from 30-Aug-2015. To amend Timetable.,Normal Stopping,NO,Yes,Hertfordshire cc,Hertfordshire County Council,East of England,16
PF1090194/16,1,242,F,PF1090194,30,30,25/09/2009,31/08/2019,Standard International,227960,GALLEON TRAVEL 2009 LTD,TRUSTYBUS,"LOW HILL ROAD, HAILES FARM, ROYDON, HARLOW, CM19 5JW, GB",Waltham Cross Bus Station,Welwyn Garden City Bus Station,"Cheshunt Old Pond, Hammond Steet, Potters Bar, Hatfield",30/08/2015,30/06/2015,,Variation to timetable,Valid,Registered,Operating between Waltham Cross Bus Station and Welwyn Garden City Bus Station given service number 242 effective from 30-Aug-2015. To amend Timetable.,Normal Stopping,NO,Yes,Hertfordshire cc,Hertfordshire County Council,East of England,16
PF1090194/28,4,424,F,PF1090194,30,30,25/09/2009,31/08/2019,Standard International,227960,GALLEON TRAVEL 2009 LTD,GALLEON TRAVEL,"LOW HILL ROAD, HAILES FARM, ROYDON, HARLOW, CM19 5JW, GB",Harlow Bus Station,Hertford Bus Station,"Stansted Abbotts, Ware",02/01/2018,25/10/2017,,Variation to timetable,Valid,Registered,Operating between Harlow Bus Station and Hertford Bus Station given service number 424 effective from 02 January 2018. To amend Timetable.,Normal Stopping,NO,No,,Essex County Council,East of England,28
PF1090194/28,4,424,F,PF1090194,30,30,25/09/2009,31/08/2019,Standard International,227960,GALLEON TRAVEL 2009 LTD,GALLEON TRAVEL,"LOW HILL ROAD, HAILES FARM, ROYDON, HARLOW, CM19 5JW, GB",Harlow Bus Station,Hertford Bus Station,"Stansted Abbotts, Ware",02/01/2018,25/10/2017,,Variation to timetable,Valid,Registered,Operating between Harlow Bus Station and Hertford Bus Station given service number 424 effective from 02 January 2018. To amend Timetable.,Normal Stopping,NO,No,,Hertfordshire County Council,East of England,28
PF1090194/28,4,424,F,PF1090194,30,30,25/09/2009,31/08/2019,Standard International,227960,GALLEON TRAVEL 2009 LTD,TRUSTYBUS,"LOW HILL ROAD, HAILES FARM, ROYDON, HARLOW, CM19 5JW, GB",Harlow Bus Station,Hertford Bus Station,"Stansted Abbotts, Ware",02/01/2018,25/10/2017,,Variation to timetable,Valid,Registered,Operating between Harlow Bus Station and Hertford Bus Station given service number 424 effective from 02 January 2018. To amend Timetable.,Normal Stopping,NO,No,,Essex County Council,East of England,28
PF1090194/28,4,424,F,PF1090194,30,30,25/09/2009,31/08/2019,Standard International,227960,GALLEON TRAVEL 2009 LTD,TRUSTYBUS,"LOW HILL ROAD, HAILES FARM, ROYDON, HARLOW, CM19 5JW, GB",Harlow Bus Station,Hertford Bus Station,"Stansted Abbotts, Ware",02/01/2018,25/10/2017,,Variation to timetable,Valid,Registered,Operating between Harlow Bus Station and Hertford Bus Station given service number 424 effective from 02 January 2018. To amend Timetable.,Normal Stopping,NO,No,,Hertfordshire County Council,East of England,28
PF1090194/31,1,505,F,PF1090194,30,30,25/09/2009,31/08/2019,Standard International,227960,GALLEON TRAVEL 2009 LTD,GALLEON TRAVEL,"LOW HILL ROAD, HAILES FARM, ROYDON, HARLOW, CM19 5JW, GB",Harlow Bus Station,Chingford Staton,"Nazing, Waltham Abbey",22/07/2017,09/05/2017,,Variation to timetable,Valid,Registered,Operating between Harlow Bus Station and Chingford Staton given service number 505 effective from 22 July 2017. To amend Timetable.,Normal Stopping,NO,Yes,Essex County Council,Essex County Council,East of England,31
